-25.443333333333335;-49.28333333333333
-25.421666666666667;-49.26972222222222
-25.42527777777778;-49.243611111111115
-25.516111111111112;-49.278888888888886
-25.414722222222224;-49.209722222222226
-25.443333333333335;-49.34583333333333
-25.426666666666666;-49.280833333333334
-25.392222222222223;-49.35166666666667
-25.42111111111111;-49.26027777777778
-25.511388888888888;-49.30027777777778
-25.524722222222223;-49.2575
-25.489722222222223;-49.30694444444445
-25.504444444444445;-49.25833333333333
-25.529444444444444;-49.329166666666666
-25.47138888888889;-49.27055555555555
-25.4625;-49.34722222222222
-25.44527777777778;-49.25472222222222
-25.463333333333335;-49.24444444444445
-25.4725;-49.28888888888889
-25.429444444444446;-49.346944444444446
-25.391666666666666;-49.29638888888889
-25.553333333333335;-49.303333333333335
-25.503611111111113;-49.33111111111111
-25.44388888888889;-49.272222222222226
-25.39027777777778;-49.19972222222222
-25.435277777777777;-49.26083333333333
-25.38138888888889;-49.22222222222222
-25.454166666666666;-49.26972222222222
-25.509166666666665;-49.23166666666667
-25.535833333333333;-49.298611111111114
-25.461944444444445;-49.31
-25.557777777777776;-49.25555555555555
-25.488055555555555;-49.27111111111111
-25.483888888888888;-49.24888888888889
-25.428333333333335;-49.297777777777775
-25.498333333333335;-49.28666666666667
-25.441388888888888;-49.306111111111115
-25.384166666666665;-49.257222222222225
-25.401944444444446;-49.326388888888886
-25.41027777777778;-49.282222222222224
-25.408333333333335;-49.25527777777778
-25.48138888888889;-49.34305555555556
-25.471944444444443;-49.24861111111111
-25.4925;-49.244166666666665
-25.42888888888889;-49.272777777777776
-25.454166666666666;-49.290277777777774
-25.42111111111111;-49.33555555555556
-25.485277777777778;-49.22888888888889
-25.418333333333333;-49.223333333333336
-25.480555555555554;-49.32222222222222
-25.404444444444444;-49.242777777777775
-25.454722222222223;-49.242222222222225
-25.43861111111111;-49.22694444444444
-25.458333333333332;-49.278333333333336
-25.41888888888889;-49.249722222222225
-25.38861111111111;-49.248333333333335
-25.434444444444445;-49.281666666666666
-25.470277777777778;-49.23444444444444
-25.366944444444446;-49.22638888888889
-25.45138888888889;-49.32
-25.406111111111112;-49.22222222222222
-25.44527777777778;-49.276666666666664
-25.44527777777778;-49.276666666666664
-25.449444444444445;-49.263888888888886
-25.360277777777778;-49.17888888888889
-25.44527777777778;-49.276666666666664
-25.372777777777777;-49.275555555555556
-25.404722222222222;-49.326388888888886
-25.44527777777778;-49.276666666666664
-25.405833333333334;-49.221944444444446
-25.419166666666666;-49.257777777777775
-25.43138888888889;-49.301944444444445
-25.431944444444444;-49.281666666666666
-25.444166666666668;-49.227777777777774
-25.441388888888888;-49.27055555555555
-25.479166666666668;-49.34166666666667
-25.47388888888889;-49.272777777777776
